year,street_number,street_number_normal,street,location,building_name,interior_number,occupant_name,occupant_type,category,notes,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1967,2122,2122,Euclid Avenue,"2122 Euclid Avenue, Cleveland, Ohio",,,Vacant,,VACANT,,41.501481,-81.675578,1,range_interpolation,2122,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2142,2142,Euclid Avenue,"2142 Euclid Avenue, Cleveland, Ohio",,,New Amsterdam Hotel,,HOTELS AND MOTELS,,41.501494,-81.675495,1,range_interpolation,2142,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2200,2200,Euclid Avenue,"2200 Euclid Avenue, Cleveland, Ohio",,,Trinity Cathedral,,INSTITUTION | Church,,41.50153,-81.675257,1,range_interpolation,2200,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2201,2201,Euclid Avenue,"2201 Euclid Avenue, Cleveland, Ohio",,,Under Constn,,UNKNOWN OR OTHER,,41.501836,-81.675239,1,range_interpolation,2201,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2230,2230,Euclid Avenue,"2230 Euclid Avenue, Cleveland, Ohio",,,Council of Churches of Christ of Greater Cleveland,,CLUBS AND ORGANIZATIONS | Religious,,41.501677,-81.673833,1,rooftop,2230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2230,2230,Euclid Avenue,"2230 Euclid Avenue, Cleveland, Ohio",,,Churchware Inc ,books,RETAIL | Books and Cards,,41.501677,-81.673833,1,rooftop,2230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2230,2230,Euclid Avenue,"2230 Euclid Avenue, Cleveland, Ohio",,,Episcopal Diocese of Ohio,,CLUBS AND ORGANIZATIONS | Religious,,41.501677,-81.673833,1,rooftop,2230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2230,2230,Euclid Avenue,"2230 Euclid Avenue, Cleveland, Ohio",,,Inner City Protestant Parish,,INSTITUTION | Church,,41.501677,-81.673833,1,rooftop,2230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2238,2238,Euclid Avenue,"2238 Euclid Avenue, Cleveland, Ohio",,,Film Program Inc & Modern Talking Picture Serv,,SERVICE | Film Distributer,,41.501554,-81.6751,1,range_interpolation,2238,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2238,2238,Euclid Avenue,"2238 Euclid Avenue, Cleveland, Ohio",,,Modern Talking Picture Service,,UNKNOWN OR OTHER | Duplicate Listing,,41.501554,-81.6751,1,range_interpolation,2238,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2242,2242,Euclid Avenue,"2242 Euclid Avenue, Cleveland, Ohio",,,Whitaker Bros Business Machines Inc,,SERVICE | Business Services,,41.501557,-81.675084,1,range_interpolation,2242,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2246,2246,Euclid Avenue,"2246 Euclid Avenue, Cleveland, Ohio",,,Cleveland Baptist Association,,CLUBS AND ORGANIZATIONS | Religious,,41.501559,-81.675067,1,range_interpolation,2246,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2250,2250,Euclid Avenue,"2250 Euclid Avenue, Cleveland, Ohio",,,Associates Finance Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.501562,-81.675051,1,range_interpolation,2250,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2254,2254,Euclid Avenue,"2254 Euclid Avenue, Cleveland, Ohio",,,Schroeder Sales Co Mfrs Agt ,electronic equip,SERVICE | Business Services,,41.501698,-81.673557,1,rooftop,2254,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2258,2258,Euclid Avenue,"2258 Euclid Avenue, Cleveland, Ohio",,,Vixseboxse Art Galleries,,MUSEUMS AND GALLERIES | Art Gallery,,41.501552,-81.673306,1,rooftop,2258,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2258,2258,Euclid Avenue,"2258 Euclid Avenue, Cleveland, Ohio",rear,,Bell's Body & Fender Repr,,SERVICE | Automobile Repair,,41.501552,-81.673306,1,rooftop,2258,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2300,2300,Euclid Avenue,"2300 Euclid Avenue, Cleveland, Ohio",,,New Amsterdam Hotel (Parking Lot),,PARKING,,41.50156,-81.672844,1,rooftop,2300,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2301,2301,Euclid Avenue,"2301 Euclid Avenue, Cleveland, Ohio",,,Mc Kee Arth G & Co (Mtl Div),,PROFESSIONAL | Engineering ,,41.501923,-81.674401,1,range_interpolation,2301,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2330,2330,Euclid Avenue,"2330 Euclid Avenue, Cleveland, Ohio",,,Park-Here Inc,,PARKING,,41.501634,-81.674304,1,range_interpolation,2330,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2333,2333,Euclid Avenue,"2333 Euclid Avenue, Cleveland, Ohio",,,Fenn College Parking,,PARKING,,41.501965,-81.674125,1,range_interpolation,2333,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2348,2348,Euclid Avenue,"2348 Euclid Avenue, Cleveland, Ohioq",,,Vacant,,VACANT,,41.501659,-81.674139,1,range_interpolation,2348,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2350,2350,Euclid Avenue,"2350 Euclid Avenue, Cleveland, Ohio",,,Carnegie College,,INSTITUTION | Educational,,41.501662,-81.674121,1,range_interpolation,2350,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2400,2400,Euclid Avenue,"2400 Euclid Avenue, Cleveland, Ohio",,,Cleveland State Univ Book Store,,RETAIL | Books and Cards,,41.501368,-81.67205,1,rooftop,2400,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2400,2400,Euclid Avenue,"2400 Euclid Avenue, Cleveland, Ohio",,,Cleveland State Univ Library Annex,,INSTITUTION | Educational,,41.501368,-81.67205,1,rooftop,2400,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2420,2420,Euclid Avenue,"2420 Euclid Avenue, Cleveland, Ohio",,,Little Sam's Auto Wash,,SERVICE | Automobile Repair,,41.50176,-81.67348,1,range_interpolation,2420,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2424,2424,Euclid Avenue,"2424 Euclid Avenue, Cleveland, Ohio",Euclid Twenty Fourth Building,,,,BUILDING DETAIL | Lobby Address,,41.501766,-81.673443,1,range_interpolation,2424,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2425,2425,Euclid Avenue,"2425 Euclid Avenue, Cleveland, Ohio",,,Foster Claud Engineering Building Part of Fenn College,,INSTITUTION | Educational,,41.502086,-81.673333,1,range_interpolation,2425,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2430,2430,Euclid Avenue,"2430 Euclid Avenue, Cleveland, Ohio",,,Music Grotto Records,,RETAIL | Music and Musical Instruments,,41.501774,-81.673388,1,range_interpolation,2430,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2432,2432,Euclid Avenue,"2432 Euclid Avenue, Cleveland, Ohio",,,Music Grotto Records (addn space),,"BUILDING DETAIL | Storage, Office, or Other Secondary Space",,41.501777,-81.67337,1,range_interpolation,2432,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2440,2440,Euclid Avenue,"2440 Euclid Avenue, Cleveland, Ohio",,,Richfield School Vocational,,INSTITUTION | Educational,,41.501788,-81.673296,1,range_interpolation,2440,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2504,2504,Euclid Avenue,"2504 Euclid Avenue, Cleveland, Ohio",,,B & H Diner,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.501873,-81.672165,1,range_interpolation,2504,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,TIGER/Line® dataset from the US Census Bureau
1967,2605,2605,Euclid Avenue,"2605 Euclid Avenue, Cleveland, Ohio",,,A A A (American Automobile Assn),,"CLUBS AND ORGANIZATIONS | Civic, Social, and Political",,41.503051,-81.670576,1,rooftop,2605,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2605,2605,Euclid Avenue,"2605 Euclid Avenue, Cleveland, Ohio",,,A A A World Wide Travel Agcy,,SERVICE | Travel,,41.503051,-81.670576,1,rooftop,2605,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2605,2605,Euclid Avenue,"2605 Euclid Avenue, Cleveland, Ohio",,,Cleveland Automobile Club,,"CLUBS AND ORGANIZATIONS | Civic, Social, and Political",,41.503051,-81.670576,1,rooftop,2605,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,2605,2605,Euclid Avenue,"2605 Euclid Avenue, Cleveland, Ohio",,,Ohio Motorist ,publication,SERVICE | Travel,,41.503051,-81.670576,1,rooftop,2605,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44115,US,Cuyahoga
1967,227-29,227,Euclid Avenue,"227 Euclid Avenue, Cleveland, Ohio",,,Mayflower Coffee Shop,restr,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499713,-81.692049,1,range_interpolation,227,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,231-33,231,Euclid Avenue,"231 Euclid Avenue, Cleveland, Ohio",,,S & H Green Stamp Co (Redemption Center),,RETAIL | Other,"<a href=""http://en.wikipedia.org/wiki/S%26H_Green_Stamps"">wikipedia.org</a>",41.499717,-81.692027,1,range_interpolation,231,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,241-43,241,Euclid Avenue,"241 Euclid Avenue, Cleveland, Ohio",,,Clark Restr Co,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499727,-81.691972,1,range_interpolation,241,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,299-301,299,Euclid Avenue,"299 Euclid Avenue, Cleveland, Ohio",,,Broadview Savings & Loan Co The,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499789,-81.691653,1,range_interpolation,299,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,315-19,315,Euclid Avenue,"315 Euclid Avenue, Cleveland, Ohio",,,Mills Restr,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499805,-81.691565,1,range_interpolation,315,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,402-04,402,Euclid Avenue,"402 Euclid Avenue, Cleveland, Ohio",,,Jerry's Poultryy,,RETAIL | Butcher,Concession inside Kresge's; Typo: Poultry,41.499609,-81.690095,1,rooftop,402,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1967,402-04,402,Euclid Avenue,"402 Euclid Avenue, Cleveland, Ohio",,,Kitchen Maid Meats Inc,,RETAIL | Butcher,Concession inside Kresge's,41.499609,-81.690095,1,rooftop,402,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1967,402-04,402,Euclid Avenue,"402 Euclid Avenue, Cleveland, Ohio",,,Kresge S S Co,dept store,RETAIL | Discount Variety,,41.499609,-81.690095,1,rooftop,402,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1967,402-04,402,Euclid Avenue,"402 Euclid Avenue, Cleveland, Ohio",,,Fine's Quality Mkt,fruit,RETAIL | Grocery,Concession inside Kresge's,41.499609,-81.690095,1,rooftop,402,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1967,411-13,411,Euclid Avenue,"411 Euclid Avenue, Cleveland, Ohio",,,Bon Kay Fashion Shop Inc,women's clo,RETAIL | Women's Clothing,,41.499986,-81.690068,1,range_interpolation,411,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,419-21,419,Euclid Avenue,"419 Euclid Avenue, Cleveland, Ohio",,,Burrows,ofc sups,"RETAIL | Home, Office, or School Supplies",,41.499993,-81.690031,1,range_interpolation,419,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,820-40,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Robideau Bernard C,podiatrist,PROFESSIONAL | Medical,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,820-40,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Stone Shoe Co The,,RETAIL | Shoes,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1967,820-40,820,Euclid Avenue,"820 Euclid Avenue, Cleveland, Ohio",,,Tall Girls Shop,women's clo,RETAIL | Women's Clothing,,41.500037,-81.68732,1,range_interpolation,820,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,201,201,Euclid Avenue,"201 Euclid Avenue, Cleveland, Ohio",,,Marshall Drug Co.,Drug Store,RETAIL | Pharmacy and Drug,,41.499688,-81.692163,1,range_interpolation,201,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,211,211,Euclid Avenue,"211 Euclid Avenue, Cleveland, Ohio",,,Harburger's Jewelry Inc.,Jewelry Store,RETAIL | Jewelry,,41.499696,-81.692136,1,range_interpolation,211,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,215,215,Euclid Avenue,"215 Euclid Avenue, Cleveland, Ohio",Williamson Building,1st fl,American Cancer Society,Health Care,INSTITUTION | Medical,Williamson Building ofc bldg,41.4997,-81.692114,1,range_interpolation,215,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Darkes Mark V Poultry,Poultry,RETAIL | Butcher,,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Kreage S S Co (Br),Dept Store,RETAIL | Department Store,typo: Kresge,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Beautifoto Studios,,SERVICE | Photography and Photo Processing,,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Vacant,,VACANT,,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,221,221,Euclid Avenue,"221 Euclid Avenue, Cleveland, Ohio",,,American National Bank,Bank,"FINANCE, INSURANCE, AND REAL ESTATE | Bank",,41.499706,-81.692081,1,range_interpolation,221,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,226,226,Euclid Avenue,"226 Euclid Avenue, Cleveland, Ohio",,,Cole's Shoe Store Br,Shoe Store,RETAIL | Shoes,,41.499492,-81.691609,1,range_interpolation,226,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,227,227,Euclid Avenue,"227 Euclid Avenue, Cleveland, Ohio",,,Mayflower Coffee Shop,Coffee Shop,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499713,-81.692049,1,range_interpolation,227,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,230,230,Euclid Avenue,"230 Euclid Avenue, Cleveland, Ohio",,,Parklane Hosiery Co Inc,Hosiery Store,RETAIL | Women's Accessories,,41.499493,-81.691599,1,range_interpolation,230,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,234,234,Euclid Avenue,"234 Euclid Avenue, Cleveland, Ohio",,,Carol Ann Dress Shop,Dress Shop,RETAIL | Women's Clothing,,41.499495,-81.69159,1,range_interpolation,234,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,235,235,Euclid Avenue,"235 Euclid Avenue, Cleveland, Ohio",,,Beneficial Finance Co.,Finance Company,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499721,-81.692005,1,range_interpolation,235,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,236,236,Euclid Avenue,"236 Euclid Avenue, Cleveland, Ohio",,,Albert's Hosiery Store,Hosiery Store,RETAIL | Women's Accessories,,41.499496,-81.691585,1,range_interpolation,236,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,239,239,Euclid Avenue,"239 Euclid Avenue, Cleveland, Ohio",,,Ralph's Men's Fashions,Men's Fashion,RETAIL | Men's Clothing,,41.499725,-81.691983,1,range_interpolation,239,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,240,240,Euclid Avenue,"240 Euclid Avenue, Cleveland, Ohio",,,Grant W T Co Dept Store,Department Store,RETAIL | Department Store,,41.499498,-81.691576,1,range_interpolation,240,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,241,241,Euclid Avenue,"241 Euclid Avenue, Cleveland, Ohio",,,Brass Rail restr,Restaraunt,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499727,-81.691972,1,range_interpolation,241,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,247,247,Euclid Avenue,"247 Euclid Avenue, Cleveland, Ohio",,,New England Woolens,Woolens,RETAIL | Other,,41.499734,-81.691939,1,range_interpolation,247,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,247,247,Euclid Avenue,"247 Euclid Avenue, Cleveland, Ohio",,,Superior Fabrics Co,Fabric Company,RETAIL | Other,,41.499734,-81.691939,1,range_interpolation,247,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,247,247,Euclid Avenue,"247 Euclid Avenue, Cleveland, Ohio",,,Vacant,,VACANT,,41.499734,-81.691939,1,range_interpolation,247,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,295,295,Euclid Avenue,"295 Euclid Avenue, Cleveland, Ohio",,,Majestic Neckwear Co,Neckwear Company,RETAIL | Men's Accessories,,41.499784,-81.691675,1,range_interpolation,295,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,299,299,Euclid Avenue,"299 Euclid Avenue, Cleveland, Ohio",,,Broadview Savings & Loan Co,Savings & Loan,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499789,-81.691653,1,range_interpolation,299,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,308,308,Euclid Avenue,"308 Euclid Avenue, Cleveland, Ohio",,,Woolworth F W Co dept store,Department Store,RETAIL | Department Store,,41.49945,-81.690913,1,rooftop,308,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,315,315,Euclid Avenue,"315 Euclid Avenue, Cleveland, Ohio",,,Women's Federal Savings & Loan Assn of Cleve,Savings & Loan,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499805,-81.691565,1,range_interpolation,315,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,321,321,Euclid Avenue,"321 Euclid Avenue, Cleveland, Ohio",,,Rosenblum's Inc clo,clothing,RETAIL | Other Clothing and Accessories,,41.499812,-81.691532,1,range_interpolation,321,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,322,322,Euclid Avenue,"322 Euclid Avenue, Cleveland, Ohio",,,Petrie's womens clo,clothing,RETAIL | Women's Clothing,,41.49954,-81.690604,1,rooftop,322,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,328,328,Euclid Avenue,"328 Euclid Avenue, Cleveland, Ohio",,,Fox I J Inc Furs,Furs,RETAIL | Other Clothing and Accessories,,41.499551,-81.691044,1,range_interpolation,328,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,333,333,Euclid Avenue,"333 Euclid Avenue, Cleveland, Ohio",,,Second Federal Savings & Loan Assn of Cleve,Savings & Loan,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499825,-81.69121,1,range_interpolation,333,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,334,334,Euclid Avenue,"334 Euclid Avenue, Cleveland, Ohio",,,Allen's Shoe Store,Shoe Store,RETAIL | Shoes,,41.499558,-81.691002,1,range_interpolation,334,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,335,335,Euclid Avenue,"335 Euclid Avenue, Cleveland, Ohio",Second Federal Building,,,,BUILDING DETAIL | Lobby Address,,41.499859,-81.691025,1,range_interpolation,335,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,340,340,Euclid Avenue,"340 Euclid Avenue, Cleveland, Ohio",,,Morlin's Inc Dept Store,Department Store,RETAIL | Department Store,,41.499566,-81.69096,1,range_interpolation,340,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,341,341,Euclid Avenue,"341 Euclid Avenue, Cleveland, Ohio",,,Christian Science Reading Room,,RETAIL | Newsstands,,41.499895,-81.690814,1,range_interpolation,341,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,345,345,Euclid Avenue,"345 Euclid Avenue, Cleveland, Ohio",,,West Side Federeal Sav & Loan Assn,Savings & Loans,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499931,-81.690603,1,range_interpolation,345,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,22,Mc Vey's Watch Shop,Watch Shop,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,24,Gollmar Fred G Cigar Co Inc,Cigar Company,RETAIL | Tobacconist,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,25,International Tie Shoppe Inc,Tie store,RETAIL | Men's Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,26,Shaw's Jewelers (Side Entrance),Jewelry Store,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,28,Guatemalan Gifts,,RETAIL | Gifts and Novelties,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,30,Brother's Printing Co Inc,Printing Company,SERVICE | Printing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,33,Denis Camera Shop,Camera Shop,RETAIL | Photography Equipment and Supplies,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,34,Cloverleaf Restaurants Inc,Restaurant,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,37,Fanny Farmer Candy Shops Inc,Candy Store,RETAIL | Confectioner,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1972,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,38,Abbott's Cards greeting cards,Greeting Cards,RETAIL | Books and Cards,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
