year,street_number,street_number_normal,street,location,building_name,interior_number,occupant_name,occupant_type,category,notes,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1937,201,201,Euclid Avenue,"201 Euclid Avenue, Cleveland, Ohio",,,Sherman Stores Co.,men's clo,RETAIL | Men's Clothing,,41.499688,-81.692163,1,range_interpolation,201,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,215,215,Euclid Avenue,"215 Euclid Avenue, Cleveland, Ohio",Williamson Building,lobby,Patch Harry D cigars,cigars,RETAIL | Tobacconist,,41.4997,-81.692114,1,range_interpolation,215,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,216,216,Euclid Avenue,"216 Euclid Avenue, Cleveland, Ohio",,,Kresge S S Co,dept store,RETAIL | Discount Variety,,41.499487,-81.691632,1,range_interpolation,216,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,221,221,Euclid Avenue,"221 Euclid Avenue, Cleveland, Ohio",,,Second Federal Savings & Loan Assn of Cleveland O,savings & loan,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499706,-81.692081,1,range_interpolation,221,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,225,225,Euclid Avenue,"225 Euclid Avenue, Cleveland, Ohio",,,Goodman Bernard,men's furnishings,RETAIL | Men's Clothing,,41.499711,-81.69206,1,range_interpolation,225,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,227,227,Euclid Avenue,"227 Euclid Avenue, Cleveland, Ohio",,,Heil A J Florist Inc,florist,RETAIL | Florist,,41.499713,-81.692049,1,range_interpolation,227,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,229,229,Euclid Avenue,"229 Euclid Avenue, Cleveland, Ohio",,,Feld's Floor Covering Co.,,RETAIL | Housewares,,41.499715,-81.692038,1,range_interpolation,229,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,234,234,Euclid Avenue,"234 Euclid Avenue, Cleveland, Ohio",,,Chandler & Rudd Co,gros,RETAIL | Grocery,Good article about death of owner George Arthur Rudd in PD 8-18-1933,41.499495,-81.69159,1,range_interpolation,234,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,240,240,Euclid Avenue,"240 Euclid Avenue, Cleveland, Ohio",,,Ames Co,dept store,RETAIL | Furniture,Confirmed: sold office furniture until they moved in 1939,41.499498,-81.691576,1,range_interpolation,240,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,241,241,Euclid Avenue,"241 Euclid Avenue, Cleveland, Ohio",Two Hundred and Forty-One Euclid Av Bldg,lobby,Clark Restr Co (br),,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499727,-81.691972,1,range_interpolation,241,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,245,245,Euclid Avenue,"245 Euclid Avenue, Cleveland, Ohio",,,Kibler Co,men's clo,RETAIL | Men's Clothing,,41.499732,-81.69195,1,range_interpolation,245,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,297,297,Euclid Avenue,"297 Euclid Avenue, Cleveland, Ohio",,,Wormser Hat Stores Inc,(br),RETAIL | Other Clothing and Accessories,,41.499786,-81.691664,1,range_interpolation,297,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,303,303,Euclid Avenue,"303 Euclid Avenue, Cleveland, Ohio",,,Mall Theatre,motion pictures,ENTERTAINMENT | Theater,,41.499793,-81.691631,1,range_interpolation,303,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,308,308,Euclid Avenue,"308 Euclid Avenue, Cleveland, Ohio",Three Hundred and Eight Euclid Ave Bldg,lobby,Central National Bank,,"FINANCE, INSURANCE, AND REAL ESTATE | Bank",,41.49945,-81.690913,1,rooftop,308,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,312,312,Euclid Avenue,"312 Euclid Avenue, Cleveland, Ohio",,,Red Robin Shops Inc,women's furngs,RETAIL | Women's Clothing,,41.499532,-81.691157,1,range_interpolation,312,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,318,318,Euclid Avenue,"318 Euclid Avenue, Cleveland, Ohio",,,Allens Shoe Store,,RETAIL | Shoes,,41.499539,-81.691115,1,range_interpolation,318,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,321,321,Euclid Avenue,"321 Euclid Avenue, Cleveland, Ohio",,,Rosenblum's Inc,clo,RETAIL | Other Clothing and Accessories,,41.499812,-81.691532,1,range_interpolation,321,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,321,321,Euclid Avenue,"321 Euclid Avenue, Cleveland, Ohio",,,Lustig Leroy F,adv agcy,"SERVICE | Advertising, Marketing, and Commercial Art",,41.499812,-81.691532,1,range_interpolation,321,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,322,322,Euclid Avenue,"322 Euclid Avenue, Cleveland, Ohio",,,Lerner Shops of Ohio Inc,women's furngs,RETAIL | Women's Clothing,,41.49954,-81.690604,1,rooftop,322,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,323,323,Euclid Avenue,"323 Euclid Avenue, Cleveland, Ohio",,,Union Savings & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499814,-81.691521,1,range_interpolation,323,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,328,328,Euclid Avenue,"328 Euclid Avenue, Cleveland, Ohio",,,Fox I J Inc,furs,RETAIL | Other Clothing and Accessories,,41.499551,-81.691044,1,range_interpolation,328,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,330,330,Euclid Avenue,"330 Euclid Avenue, Cleveland, Ohio",,,Woolworth F W Co,dept store,RETAIL | Discount Variety,,41.499554,-81.69103,1,range_interpolation,330,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,333,333,Euclid Avenue,"333 Euclid Avenue, Cleveland, Ohio",,,Ettinger Glenn D jr,beauty shop,SERVICE | Barber and Beauty,,41.499825,-81.69121,1,range_interpolation,333,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,335,335,Euclid Avenue,"335 Euclid Avenue, Cleveland, Ohio",Davis Bldg,,Eck-Sel Health Club Inc,,CLUBS AND ORGANIZATIONS | Health and Fitness,,41.499859,-81.691025,1,range_interpolation,335,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,341,341,Euclid Avenue,"341 Euclid Avenue, Cleveland, Ohio",,,Rudolph-Schwartz Co,men's furngs,RETAIL | Men's Clothing,,41.499895,-81.690814,1,range_interpolation,341,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,345,345,Euclid Avenue,"345 Euclid Avenue, Cleveland, Ohio",,,Nunn-Bush Shoe co (br),,RETAIL | Shoes,,41.499931,-81.690603,1,range_interpolation,345,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,347,347,Euclid Avenue,"347 Euclid Avenue, Cleveland, Ohio",,,Kaase Richd W Co (br),bakers,FOOD SERVICES AND DRINKING PLACES | Bakery,,41.499936,-81.690364,1,range_interpolation,347,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,TIGER/Line® dataset from the US Census Bureau
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,22,Herman Jacob,jwlr,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,23,Johnson Harry E,confr,RETAIL | Confectioner,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,24,Goldhamer David (br),clo clnr,SERVICE | Clothing Cleaning and Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,26,Shaw's Jewelry Store,,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,28,Nestle's Milk Products Inc,,RETAIL | Grocery,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,31,London Leather Shop,,RETAIL | Other Clothing and Accessories,"Despite inconsistencies over time with the interior numbers used for main storefront and additional spaces, it appears that the main store was located in #31",41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,36,Blue Bird Card Shoppe,,RETAIL | Books and Cards,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,37,Votteler H J & Son,sheet music,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,38,Hessler H H Himself,trusses,RETAIL | Medical Devices,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,39,Hubbard John R,optometrist,PROFESSIONAL | Optometry and Ophthalmology,Note: John R & John W are in the same office #39,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,39,Hubbard John W,optometrist,PROFESSIONAL | Optometry and Ophthalmology,"I found them listed by name as part of ""Hubbard's Optometrists"" at 16-18 Old Arcade in 1933-34 P.D. ads; then they disappear in the P.D.",41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,40,Loeber Hair Goods Co (br),beauty shop,RETAIL | Health and Beauty Aids,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,41,Beattie Geo,jwlr,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,42,Loeber's Inc (br),corsets,RETAIL | Women's Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,44,Henry Shoe Repair (br),,SERVICE | Shoe Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,46,Ito's Japanese Store,novelties,RETAIL | Gifts and Novelties,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,47,Sands Chas Inc,jwlrs,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,48,Siegel Flora Mrs,mlnr,RETAIL | Other Clothing and Accessories,"Note: same owner (Flora Siegel), two businesses",41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,49,Siegel Flora Mrs,dresses,RETAIL | Women's Clothing,"Note: mentioned in article in P.D. 5-18-1938 as ""Flora Dress and Hat Shop"" with mention of daughter helping mother in the hat shop, so that's consistent with two adjacent suites under same ownership",41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,50,Sebastian Arth J,hats,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,51,Vitality Health Food Shop,,RETAIL | Health Foods and Supplements,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,53,Pickwick,restr,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,54,"Clover Coffee Shops, Inc (br)",,FOOD SERVICES AND DRINKING PLACES | Coffee and Tea,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,58,Gaffney Jas F,barber,SERVICE | Barber and Beauty,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,60,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,62,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,67,Perlman Morris,clo clnr,SERVICE | Clothing Cleaning and Repair,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,84,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,Kleinman Kelvin E,collns,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,Weiss Credit Service,collections,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",Note: 5 occupants in #104,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,Spilka Harvey,lawyer,PROFESSIONAL | Legal,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,Wolf Credit Clothing Co,,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,104,James N T Painting Co,,SERVICE | Building Trades,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,105,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,112,Sanitarium Food Co,,RETAIL | Health Foods and Supplements,"Great ads from P.D. 1-15/16-1933, 12/6/1936: see #dataviz channel; sold health foods, vitamins, herbal remedies, etc.",41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,128,Keisogloff Peter,books,RETAIL | Books and Cards,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,133,Cleveland Household Supply Co,,RETAIL | Appliances,There's a company by this name way out Lorain Ave. This may be an office or something else...,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,135,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,137,Yeagle M C & Co Sunday,sch sups,"RETAIL | Home, Office, or School Supplies",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,139,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,140,Loeber Hair Goods Co (br),beauty shop,RETAIL | Health and Beauty Aids,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,141,Bilt-Rite Service Co.,real est,"FINANCE, INSURANCE, AND REAL ESTATE | Real Estate",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,141,Hovanetz Rudolph M,archt,PROFESSIONAL | Architectural,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,141,Bilt-Rite Homes & Financing Co,,SERVICE | Building Trades,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,143,Acme Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Finance/Loan/Debt Collection",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,145,vacant,,VACANT,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,146,White Robt L Music Co,,RETAIL | Music and Musical Instruments,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,147,Faud Paul T,jwlr,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,149,Walsh Truss & Appliance Co,,RETAIL | Medical Devices,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,151,Myers Herbert C,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,151,Butterworth Wilfred B,watch mkr,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,151,Driscoll Mary A,photog,SERVICE | Photography and Photo Processing,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,153,Gaughan Bessie,mlnr,RETAIL | Other Clothing and Accessories,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,155,Orfalea Vernice,linens,RETAIL | Housewares,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,157,Fishel Chas B,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,158,Beattie H W & Sons Inc (br),jwlrs,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,159,Owen Florence A,gift shop,RETAIL | Gifts and Novelties,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,160,Mamet Herman L,shoes,RETAIL | Shoes,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,161,Cuyahoga Sav & Loan Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,162,Boner Alf H,optometrist,PROFESSIONAL | Optometry and Ophthalmology,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,162,Southam W A Co,jwlrs,RETAIL | Jewelry,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,163,Gollmar Fred G Cigar Co,,RETAIL | Tobacconist,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,106-08,Citizens Federal Sav & Loan Assn of Clev,,"FINANCE, INSURANCE, AND REAL ESTATE | Savings and Loan Association",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,109-110,Johns Walter G optometrist and lawyer,,PROFESSIONAL | Optometry and Ophthalmology,Categorized under legal based in part on subsequent listings,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,127-31,Mutual Bldg & Investment Co,,"FINANCE, INSURANCE, AND REAL ESTATE | Mortgage/Investment",,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
1937,401,401,Euclid Avenue,"401 Euclid Avenue, Cleveland, Ohio",The Arcade,132-36,Woodward's Cafeteria,,FOOD SERVICES AND DRINKING PLACES | Restaurants and Eateries,,41.499954,-81.690363,1,rooftop,401,Euclid Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
